caseNum,date,confidence,species,age,pathogen,numFish,fish,numPositive,prevalence,comments,location,latitude,longitude
C14-028,1/29/14,High,SH,adult,,60,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C14-029,1/24/14,High,COHO,adult,,6,TRUE,0,0,,"Big Creek Hatchery, California",37.25510025,-119.6175232
C14-030,1/29/14,High,SH,fing,,60,TRUE,0,0,,"HSU Hatchery, California",37.25510025,-119.6175232
C14-031,1/29/14,High,CT,fing,,60,TRUE,0,0,,"HSU Hatchery, California",37.25510025,-119.6175232
C14-032,1/30/14,High,SH,adult,,5,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C14-033,2/3/14,High,RT,adult,CTV,60,TRUE,1,0.016666667,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C14-034,2/4/14,High,SH,adult,,14,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C14-035,1/31/14,High,COHO,adult,,15,TRUE,0,0,,"Big Creek Hatchery, California",37.25510025,-119.6175232
C14-036,2/4/14,High,SH,adult,,24,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C14-037,2/5/14,High,SH,yearling,,60,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C14-038,2/3/14,High,SH,adult,,1,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C14-039,2/6/14,High,SH,adult,,20,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C14-040,2/11/14,High,CHIN,fry,,60,TRUE,0,0,Feather  ,"Silverado, California",33.74740982,-117.6385727
C14-041,2/11/14,High,CHIN,fry,,60,TRUE,0,0,Irongate Fall triplpoid,"Silverado, California",33.74740982,-117.6385727
C14-042,2/11/14,High,RT,fry,,60,TRUE,0,0,RTHWY-13,"Silverado, California",33.74740982,-117.6385727
C14-043,2/6/14,High,COHO,adult,,7,TRUE,0,0,,"Big Creek Hatchery, California",37.25510025,-119.6175232
C14-044,2/11/14,High,SH,adult,,7,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C14-045,2/12/14,High,SH,adult,,60,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C14-046,2/13/14,High,SH,adult,,6,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C14-047,2/18/14,High,KOK,fry,,60,TRUE,0,0,Stampede,"Silverado, California",33.74740982,-117.6385727
C14-048,2/18/14,High,KOK,fry,,60,TRUE,0,0,Taylor Crk,"Silverado, California",33.74740982,-117.6385727
C14-049,2/25/14,High,SH,yearling,,60,TRUE,0,0,,"Mad River, California",40.45228958,-123.5088425
C14-050,2/25/14,High,SH,adult,,54,TRUE,0,0,,"Mad River, California",40.45228958,-123.5088425
C14-052,2/27/14,High,SH,adult,,2,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C14-053,3/4/14,High,SH,adult,,10,TRUE,0,0,,"Mad River, California",40.45228958,-123.5088425
C14-054,3/4/14,High,COHO,NR,,60,TRUE,0,0,Klamath R Fall Run,"Iron Gate, California",37.25510025,-119.6175232
C14-056,3/6/14,High,RT,adult,,60,TRUE,0,0,RTKJ-T-10,"Hot Creek, California",37.70129013,-118.7706528
C14-057,3/6/14,High,SH,adult,,2,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C14-058,3/11/14,High,SH,NR,,60,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C14-059,3/12/14,High,SH,NR,,60,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C14-061,3/20/14,High,CHIN,NR,,60,TRUE,0,0,Inland,"Feather River, California",40.25603485,-121.1524277
C14-062,3/25/14,High,RT,NR,,60,TRUE,0,0,ELT,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C14-063,3/25/14,High,RT,NR,,60,TRUE,0,0,RTP,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C14-064,3/25/14,High,RT,adult,,40,TRUE,0,0,ELT,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C14-065,3/25/14,High,RT,NR,,60,TRUE,0,0,triploid RT-S-B,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C14-066,4/3/14,High,RT,adult,,30,TRUE,0,0,ELT,"Eagle Lake, California",40.64317322,-120.7392349
C14-067,4/9/14,High,CHIN,NR,,10,TRUE,0,0,FCS,"Merced River, California",37.64046097,-120.4578018
C14-069,4/15/14,High,KOK,fry,,60,TRUE,0,0,Taylor Crk,"San Joaquin , California",36.74862289,-120.5013504
C14-070,4/15/14,High,RT,NR,,60,TRUE,0,0,"RTH12, RTS, RTW","San Joaquin , California",36.74862289,-120.5013504
C14-071,4/16/14,High,WSB,NR,,4,TRUE,0,0,,"Hubbs Sea, California",37.25510025,-119.6175232
C14-072,4/16/14,High,RT,NR,,30,TRUE,0,0,ELT,"Eagle Lake, California",40.64317322,-120.7392349
C14-073,5/6/14,High,SUN,NR,,33,TRUE,,0,,"Jewel Lake, California",33.18122101,-117.2876816
C14-074,5/6/14,High,STBK,NR,,2,TRUE,0,0,,"Jewel Lake, California",33.18122101,-117.2876816
C14-075,5/6/14,High,SP,NR,,11,TRUE,0,0,,"EBRPD Aquarium, California",37.25510025,-119.6175232
C14-076,5/12/14,High,STBK,NR,,6,TRUE,0,0,,"Jewel Lake, California",33.18122101,-117.2876816
C14-077,5/12/14,High,SP,NR,,12,TRUE,0,0,,"Jewel Lake, California",33.18122101,-117.2876816
C14-078,5/14/14,High,RT,adult,,22,TRUE,0,0,RTKJ Junction held at June (drought),"June Lake, California",37.78025055,-119.0751038
C14-079,5/21/14,High,RT,adult,,12,TRUE,0,0,,"June Lake, California",37.78025055,-119.0751038
C14-079,5/21/14,High,RT,adult,,26,TRUE,0,0,,"June Lake, California",37.78025055,-119.0751038
C14-080,5/22/14,High,CT,adult,CTV,60,TRUE,1,0.016666667,Lahontan CT,"Heenan Lake, California",38.65074158,-119.6596603
C14-081,5/26/14,High,GT,adult,,60,TRUE,0,0,,"Cottonwood Basin Lakes, California",37.25510025,-119.6175232
C14-082,5/29/14,High,CP,NR,,5,TRUE,0,0,,"Lake Mendocino, California",39.21512985,-123.1734848
C14-083,6/24/14,High,RT,RTC-12,,60,TRUE,0,0,,"Fish Springs Trout Hatchery, California",37.0737114,-118.2519379
C14-084,7/1/14,High,COHO,NR,,60,TRUE,0,0,,"Scott Creek, California",37.04592896,-122.2263565
C14-085,7/1/14,High,SH,fing,,23,TRUE,0,0,,"Scott Creek, California",37.04592896,-122.2263565
C14-086,7/9/14,High,GT,yearling,,60,TRUE,0,0,,"Moccasin Creek, California",37.25510025,-119.6175232
C14-087,7/10/14,High,RT,NR,,60,TRUE,0,0,RTKJ,"Hot Creek, California",37.70129013,-118.7706528
C14-088,7/15/14,High,RT,NR,,60,TRUE,0,0,RTH,"Moccasin Creek, California",37.25510025,-119.6175232
C14-089,7/15/14,High,RT,NR,,60,TRUE,0,0,RTC-13 Darrah Spgs Supply,"Darrah Springs Hatchery, California",40.43223953,-121.9827576
C14-090,7/15/14,High,RT,NR,,60,TRUE,0,0,ELT-T-13 Pacific Ditch Supply,"Darrah Springs Hatchery, California",40.43223953,-121.9827576
C14-091,7/15/14,High,NR,NR,,60,TRUE,0,0,,"Fillmore Trout Hatchery, California",34.39847183,-118.9133224
C14-092,7/16/14,High,CHIN,smolt,,60,TRUE,0,0,Klamath R Inland ,"Mad River, California",40.45228958,-123.5088425
C14-093,7/22/14,High,RT,NR,,60,TRUE,0,0,RTH-13-TRP,"Mojave River, California",35.04673767,-116.4307632
C14-094,7/22/14,High,RT,NR,,60,TRUE,0,0,RTS-13,"Black Rock Hatchery, California",37.25510025,-119.6175232
C14-095,7/29/14,High,CT,NR,,60,TRUE,0,0,,"Moccasin Creek, California",37.25510025,-119.6175232
C14-096,8/20/14,High,CHIN,adult,,60,TRUE,0,0,CHIN SPR 12,"San Joaquin , California",36.74862289,-120.5013504
C14-097,9/2/14,High,CHIN,adult,,10,TRUE,0,0,SCS,"Trinity River, California",41.184532,-123.706795
C14-098,9/18/14,High,CHIN,adult,,50,TRUE,0,0,SCS,"Trinity River, California",41.184532,-123.706795
C14-099,9/19/14,High,CHIN,adult,,35,TRUE,0,0,SCS/SJRRP,"Feather River, California",40.25603485,-121.1524277
C14-100,9/23/14,High,CHIN,adult,,35,TRUE,0,0,SCS/SJRRP,"Feather River, California",40.25603485,-121.1524277
C14-101,9/25/14,High,CHIN,adult,,35,TRUE,0,0,SCS/SJRRP,"Feather River, California",40.25603485,-121.1524277
C14-102,10/1/14,High,CHIN,adult,,60,TRUE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C14-103,10/8/14,High,CHIN,adult,,60,TRUE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C14-104,10/7/14,High,KOK,NR,,60,TRUE,0,0,Little Truckee ,"Stampede, California",37.25510025,-119.6175232
C14-105,10/8/14,High,CHIN,yearling,,60,TRUE,0,0,SCS,"Trinity River, California",41.184532,-123.706795
C14-106,10/10/14,High,CHIN,NR,,1,TRUE,0,0,,"San Joaquin , California",36.74862289,-120.5013504
C14-107,10/13/14,High,CHIN,adult,,60,TRUE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C14-108,10/14/14,High,RT,0,,60,TRUE,0,0,RTS,"Kern River, California",36.69667053,-118.3980637
C14-109,10/21/14,High,CHIN,adult,,60,TRUE,0,0,KR-FR,"Iron Gate, California",37.25510025,-119.6175232
C14-110,10/28/14,High,CHIN,adult,Paramyxo,20,TRUE,3,0.15,FCS,"Mokelumne River, California",38.1606369,-121.2084808
C14-110,10/28/14,High,CHIN,adult,Paramyxo,40,TRUE,8,0.2,FCS,"Mokelumne River, California",38.1606369,-121.2084808
C14-111,10/28/14,High,BN,adult,,60,TRUE,0,0,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C14-112,10/30/14,High,CHIN,adult,,55,TRUE,0,0,FCS,"Trinity River, California",41.184532,-123.706795
C14-113,11/3/14,High,CHIN,adult,,60,TRUE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C14-114,11/4/14,High,CHIN,adult,,60,TRUE,0,0,FCS,"Nimbus, California",38.62945175,-121.2159576
C14-115,11/4/14,High,BK,adult,,60,TRUE,0,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C14-116,11/4/14,High,CHIN,adult,,40,TRUE,0,0,FCS,"Iron Gate, California",37.25510025,-119.6175232
C14-116,11/4/14,High,CHIN,adult,,20,TRUE,0,0,FCS,"Iron Gate, California",37.25510025,-119.6175232
C14-117,11/10/14,High,CHIN,adult,,60,TRUE,0,0,FCS,"Mokelumne River, California",38.1606369,-121.2084808
C14-118,11/10/14,High,CHIN,adult,,12,TRUE,0,0,FCS,"Merced River, California",37.64046097,-120.4578018
C14-119,11/10/14,High,CHIN,adult,,60,TRUE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C14-120,11/12/14,High,RT,adult,,60,TRUE,0,0,RTC,"Hot Creek, California",37.70129013,-118.7706528
C14-121,11/12/14,High,RT,adult,,60,TRUE,0,0,RTHofer,"Hot Creek, California",37.70129013,-118.7706528
C14-122,11/17/14,High,CHIN,adult,,60,TRUE,0,0,FCS,"Nimbus, California",38.62945175,-121.2159576
C14-123,11/17/14,High,CHIN,adult,,7,TRUE,0,0,FCS,"Merced River, California",37.64046097,-120.4578018
C14-124,11/17/14,High,CHIN,yearling,,60,TRUE,0,0,FCS,"Iron Gate, California",37.25510025,-119.6175232
C14-125,11/18/14,High,RT,adult,CTV,60,TRUE,4,0.066666667,RTC,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C14-126,11/18/14,High,COHO,adult,,60,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C14-127,12/1/14,High,CHIN,adult,,18,TRUE,0,0,FCS,"Merced River, California",37.64046097,-120.4578018
C14-128,12/4/14,High,CHIN,adult,,60,TRUE,0,0,FCS,"Mokelumne River, California",38.1606369,-121.2084808
C14-129,12/8/14,High,CHIN,adult,IHN,60,TRUE,10,0.166666667,FCS,"Nimbus, California",38.62945175,-121.2159576
C14-130,12/17/15,High,RT,adult,CTV,60,TRUE,8,0.133333333,RTP,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C15-001,1/6/15,High,RT,adult,CTV,60,TRUE,3,0.05,RTS-carryover,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C15-002,12/24/15,High,SH,adult,IHN,64,TRUE,1,0.015625,,"Feather River, California",40.25603485,-121.1524277
C15-003,12/30/15,High,SH,adult,,20,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C15-004,1/13/15,High,CHIN,fry,,60,TRUE,0,0,SCS FR-14,"Silverado, California",33.74740982,-117.6385727
C15-005,1/13/15,High,CHIN,fry,,60,TRUE,0,0,Klamath-14 FCS,"Silverado, California",33.74740982,-117.6385727
C15-006,1/13/15,High,KOK,fry,,60,TRUE,0,0,Stampede,"Silverado, California",33.74740982,-117.6385727
C15-007,1/13/15,High,RT,fry,,60,TRUE,0,0,HWY-2 Wyoming,"Silverado, California",33.74740982,-117.6385727
C15-008,1/14/15,High,CHIN,fry,,60,TRUE,0,0,SCS for San Joaquin,"Feather River, California",40.25603485,-121.1524277
C15-009,1/13/15,High,SH,adult,,60,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C15-010,1/12/15,High,STBK,NR,,10,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C15-011,1/2/15,High,COHO,adult,,17,TRUE,0,0,,"Big Creek Hatchery, California",37.25510025,-119.6175232
C15-012,1/15/15,High,SH,adult,,4,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C15-013,1/14/15,High,COHO,adult,,27,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C15-014,1/15/15,High,SH,adult,,10,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C15-014,1/15/15,High,SH,adult,,5,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C15-015,1/20/15,High,SH,adult,,7,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C15-016,1/21/15,High,RT,adult,CTV,60,TRUE,5,0.083333333,ELT,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C15-017,1/21/15,High,SH,yearling,,60,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C15-018,1/21/15,High,SH,adult,IHN,58,TRUE,4,0.068965517,,"Feather River, California",40.25603485,-121.1524277
C15-019,1/22/15,High,SH,adult,,5,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C15-020,1/15/15,High,COHO,adult,,17,TRUE,0,0,,"Big Creek Hatchery, California",37.25510025,-119.6175232
C15-021,1/21/15,High,COHO,adult,,16,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C15-022,1/22/15,High,SH,adult,,10,TRUE,0,0,Dry Creek SH,"Warm Springs , California",37.48048019,-121.9169006
C15-023,1/27/15,High,SH,adult,,8,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C15-024,1/28/15,High,RT,yearling,,30,TRUE,0,0,RTS,"Mad River, California",40.45228958,-123.5088425
C15-025,1/28/15,High,SH,yearling,,30,TRUE,0,0,,"Mad River, California",40.45228958,-123.5088425
C15-026,1/28/15,High,SH,adult,,60,TRUE,0,0,,"Mad River, California",40.45228958,-123.5088425
C15-027,1/29/15,High,SH,NR,,60,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C15-028,1/29/15,High,SH,adult,,8,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C15-029,2/2/15,High,CHIN,fry,,5,TRUE,0,0,FCS lot6,"Nimbus, California",38.62945175,-121.2159576
C15-030,2/2/15,High,SH,adult,,6,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C15-031,2/2/15,High,COHO,adult,,5,TRUE,0,0,males,"Big Creek Hatchery, California",37.25510025,-119.6175232
C15-032,2/4/15,High,SH,adult,,19,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C15-033,2/5/15,High,SH,adult,,1,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C15-034,2/4/15,High,COHO,adult,,18,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C15-035,2/5/15,High,SH,adult,,15,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C15-036,1/22/15,High,COHO,adult,,11,TRUE,0,0,,"Big Creek Hatchery, California",37.25510025,-119.6175232
C15-037,2/12/15,High,SH,adult,,4,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C15-038,2/17/15,High,SH,adult,,4,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C15-039,2/17/15,High,KOK,fry,,60,TRUE,0,0,,"Moccasin Creek, California",37.25510025,-119.6175232
C15-040,2/18/15,High,COHO,yearling,,60,TRUE,0,0,SL CDFW#1832,"Big Creek Hatchery, California",37.25510025,-119.6175232
C15-041,2/18/15,High,SH,NR,,60,TRUE,0,0,SL  ,"Big Creek Hatchery, California",37.25510025,-119.6175232
C15-043,2/26/15,High,SH,adult,,20,TRUE,0,0,,"Dry Creek, California",40.014431,-122.0198975
C15-044,2/26/15,High,SH,NR,,60,TRUE,0,0,SH-DC-14,"Warm Springs , California",37.48048019,-121.9169006
C15-045,3/5/15,High,SH,adult,,15,TRUE,0,0,Dry Creek SH,"Warm Springs , California",37.48048019,-121.9169006
C15-046,3/10/15,High,COHO,yearling,,60,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C15-047,3/24/15,High,RT,NR,,6,TRUE,0,0,RTC-TRP-13,"Moccasin Creek, California",37.25510025,-119.6175232
C15-048,4/2/15,High,RT,adult,,3,TRUE,0,0,McCloud Redband refuge pop,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C15-049,4/7/15,High,SH,yearling,,60,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C15-050,4/8/15,High,CHIN,fing,,60,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C15-051,4/16/15,High,RT,adult,,12,TRUE,0,0,"McCloud:Swampcreek,Edson,Moosehead","Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C15-052,4/22/15,High,RT,yearling,,60,TRUE,0,0,RTS,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C15-053,4/23/15,High,RT,adult,,60,TRUE,0,0,RTKJ,"June Lake, California",37.78025055,-119.0751038
C15-054,4/28/15,High,RT,NR,,60,TRUE,0,0,RTS-14,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C15-055,4/30/15,High,RT,adult,,11,TRUE,0,0,McCloud:Moosehead,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C15-056,5/6/15,High,CT,adult,CTV,60,TRUE,3,0.05,,"Heenan Lake, California",38.65074158,-119.6596603
C15-057,5/14/15,High,RT,adult,,2,FALSE,0,0,McCloud Redband refuge pop,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C15-058,5/18/15,High,GT,adult,,60,TRUE,0,0,,"Cottonwood Basin Lakes, California",37.25510025,-119.6175232
C15-059,5/28/15,High,RT,adult,,1,FALSE,0,0,McCloud Redband refuge pop,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C15-060,6/8/15,High,RT,NR,,5,TRUE,0,0,RT-5-15,"American River Hatchery, California",37.25510025,-119.6175232
C15-061,6/29/15,High,RT,NR,,60,TRUE,0,0,RT-C-14,"American River Hatchery, California",37.25510025,-119.6175232
C15-062,6/30/15,High,RT,NR,,60,TRUE,0,0,RTC-14,"San Joaquin , California",36.74862289,-120.5013504
C15-063,8/18/15,High,GT,fry,,60,TRUE,0,0,GT Wyoming,"Silverado, California",33.74740982,-117.6385727
C15-064,8/26/15,High,RT,NR,,60,TRUE,0,0,RTC,"Fillmore Trout Hatchery, California",34.39847183,-118.9133224
C15-065,9/9/15,High,CHIN,yearling,,60,TRUE,0,0,inland,"Thermalito, California",39.51293182,-121.5893631
C15-066,9/16/15,High,CHIN,yearling,,60,TRUE,0,0,FCS,"Trinity River, California",41.184532,-123.706795
C15-067,9/17/15,High,CHIN,adult,,59,TRUE,0,0,SCS,"Feather River, California",40.25603485,-121.1524277
C15-068,9/22/15,High,CHIN,adult,,120,TRUE,0,0,SCS,"Feather River, California",40.25603485,-121.1524277
C15-069,9/23/15,High,CHIN,adult,,145,TRUE,0,0,SCS,"Feather River, California",40.25603485,-121.1524277
C15-070,9/22/15,High,CHIN,adult,,1,TRUE,0,0,SCS SCARF cross 1,"San Joaquin , California",36.74862289,-120.5013504
C15-071,9/28/15,High,CHIN,adult,,41,TRUE,0,0,SCS,"Feather River, California",40.25603485,-121.1524277
C15-072,9/28/15,High,CHIN,adult,,1,TRUE,0,0,SCS SCARF cross 2,"San Joaquin , California",36.74862289,-120.5013504
C15-073,9/28/15,High,CHIN,adult,,60,TRUE,0,0,SCS,"Trinity River, California",41.184532,-123.706795
C15-074,10/1/15,High,CHIN,adult,,61,TRUE,0,0,FCS inland program,"Feather River, California",40.25603485,-121.1524277
C15-075,10/1/15,High,CHIN,adult,,5,TRUE,0,0,SCARF cross 3-6 +1 too small ,"San Joaquin , California",36.74862289,-120.5013504
C15-076,10/5/15,High,CHIN,adult,,5,TRUE,0,0,SCARF cross 7-11,"San Joaquin , California",36.74862289,-120.5013504
C15-077,10/6/15,High,KOK,adult,,25,TRUE,0,0,,"Little Truckee River, California",39.47129059,-120.1038742
C15-078,10/7/15,High,CHIN,adult,,60,TRUE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C15-079,10/8/15,High,CHIN,adult,,6,TRUE,0,0,SCARF cross 12-17,"San Joaquin , California",36.74862289,-120.5013504
C15-080,10/12/15,High,CHIN,adult,,9,TRUE,0,0,SCARF cross 18-26,"San Joaquin , California",36.74862289,-120.5013504
C15-081,10/12/15,High,CHIN,adult,,60,TRUE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C15-082,10/15/15,High,CHIN,adult,,5,TRUE,0,0,SCARF cross 27-31,"San Joaquin , California",36.74862289,-120.5013504
C15-083,10/19/15,High,CHIN,adult,,5,TRUE,0,0,SCARF cross 32-36,"San Joaquin , California",36.74862289,-120.5013504
C15-085,10/22/15,High,CHIN,adult,,6,TRUE,0,0,SCARF cross 37-42,"San Joaquin , California",36.74862289,-120.5013504
C15-086,10/27/15,High,CHIN,adult,,4,TRUE,0,0,FCS,"Mokelumne River, California",38.1606369,-121.2084808
C15-087,10/27/15,High,KOK,adult,,60,TRUE,0,0,,"Huntington Lake, California",37.2399292,-119.1964188
C15-088,10/28/15,High,CHIN,yearling,,60,TRUE,0,0,FCS,"Iron Gate, California",37.25510025,-119.6175232
C15-089,10/29/15,High,CHIN,adult,,30,TRUE,0,0,FCS,"Trinity River, California",41.184532,-123.706795
C15-090,10/29/15,High,CHIN,adult,,1,TRUE,0,0,FCS,"San Joaquin , California",36.74862289,-120.5013504
C15-091,11/2/16,High,CHIN,adult,IHN,20,TRUE,2,0.1,FCS,"Mokelumne River, California",38.1606369,-121.2084808
C15-092,11/3/16,High,KOK,adult,,60,TRUE,0,0,,"Buck's Lake, California",39.87049103,-121.1736832
C15-093,11/3/16,High,CHIN,adult,,8,TRUE,0,0,FCS,"Nimbus, California",38.62945175,-121.2159576
C15-094,11/3/16,High,CHIN,adult,CPE,3,TRUE,1,0.333333333,contact Allan Renger via KK,"Eel River, California",40.664711,-124.2885437
C15-095,11/4/16,High,RT,adult,CTV,60,TRUE,2,0.033333333,RTC,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C15-096,11/4/16,High,BK,adult,CTV,60,TRUE,1,0.016666667,lot 1,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C15-097,11/2/16,High,CHIN,adult,,30,TRUE,0,0,FCS,"Trinity River, California",41.184532,-123.706795
C15-098,11/5/16,High,CHIN,adult,,17,TRUE,0,0,FCS,"Mokelumne River, California",38.1606369,-121.2084808
C15-099,11/9/16,High,CHIN,adult,,49,TRUE,0,0,FCS,"Nimbus, California",38.62945175,-121.2159576
C15-100,11/9/16,High,BN,adult,,60,TRUE,0,0,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C15-101,11/10/16,High,CHIN,adult,IHN,60,TRUE,8,0.133333333,FCS,"Feather River, California",40.25603485,-121.1524277
C15-102,11/9/16,High,CHIN,adult,,20,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C15-103,11/10/16,High,COHO,adult,,60,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C15-104,11/12/16,High,CHIN,adult,,12,TRUE,0,0,FCS,"Nimbus, California",38.62945175,-121.2159576
C15-105,11/17/16,High,BN,adult,,60,TRUE,0,0,,"Hot Creek, California",37.70129013,-118.7706528
C15-106,11/17/16,High,RT,adult,,60,TRUE,0,0,RTCO,"Hot Creek, California",37.70129013,-118.7706528
C15-107,11/16/16,High,CHIN,adult,,64,TRUE,0,0,FCS,"Merced River, California",37.64046097,-120.4578018
C15-108,11/30/16,High,CHIN,adult,IHN,10,TRUE,1,0.1,FCS,"Mokelumne River, California",38.1606369,-121.2084808
C15-109,12/3/16,High,CHIN,adult,,60,TRUE,0,0,FCS,"Nimbus, California",38.62945175,-121.2159576
C15-110,12/14/16,High,RT,adult,,30,TRUE,0,0,RTP,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C15-111,12/17/16,High,CHIN,adult,IHN,60,TRUE,12,0.2,FCS,"Nimbus, California",38.62945175,-121.2159576
C15-112,12/22/16,High,SH,adult,IHN,16,TRUE,1,0.0625,,"Nimbus, California",38.62945175,-121.2159576
C15-113,12/23/16,High,SH,adult,IHN,6,TRUE,1,0.166666667,,"Feather River, California",40.25603485,-121.1524277
C16-001,1/5/16,High,SH,adult,IHN,16,TRUE,1,0.0625,,"Nimbus, California",38.62945175,-121.2159576
C16-002,1/6/16,High,SH,adult,,17,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C16-003,1/6/16,High,RT,adult,,60,TRUE,0,0,RTS,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C16-004,1/7/16,High,SH,adult,,2,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C16-005,1/7/16,High,SH,adult,,10,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C16-006,1/7/16,High,COHO,NR,,6,TRUE,0,0,,"Big Creek Hatchery, California",37.25510025,-119.6175232
C16-007,1/11/16,High,SH,yearling,,60,TRUE,0,0,SH-AR,"Nimbus, California",38.62945175,-121.2159576
C16-008,1/11/16,High,SH,yearling,,60,TRUE,0,0,SH-Coleman,"Nimbus, California",38.62945175,-121.2159576
C16-009,1/12/16,High,SH,adult,IHN,35,TRUE,1,0.028571429,,"Nimbus, California",38.62945175,-121.2159576
C16-010,1/12/16,High,RT,adult,,60,TRUE,0,0,ELT broodstock,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C16-011,1/13/16,High,SH,adult,IHN,4,TRUE,1,0.25,,"Feather River, California",40.25603485,-121.1524277
C16-012,1/13/16,High,COHO,adult,,20,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C16-013,1/14/16,High,SH,adult,,20,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C16-014,1/14/16,High,SH,adult,,3,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C16-015,1/21/16,High,COHO,NR,,60,TRUE,0,0,COHO-15,"Trinity River, California",41.184532,-123.706795
C16-016,1/19/16,High,SH,adult,,60,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
